,ID,Tower,Floor,Unit,Area,Flat Type,No. of Rooms,Price,Price/SA,PL_no,Date_PASP,Date_ASP,Trans_Price,Payment_Terms,first_sale
0,One_VicTower 1A1A,Tower 1A,1,A,643,3BR + 2B + 1K,3BR,,,,03/07/2021,03/07/2021,"$13,958,000",A,03/07/2021
1,One_VicTower 1A1B,Tower 1A,1,B,444,2BR + 1B + 1OK,2BR,,,,03/07/2021,03/07/2021,"$9,604,000",C,03/07/2021
2,One_VicTower 1A1C,Tower 1A,1,C,438,2BR + 1B + 1OK,2BR,,,,10/07/2021,10/07/2021,"$9,718,000",C,
3,One_VicTower 1A1D,Tower 1A,1,D,444,2BR + 1B + 1OK,2BR,,,,03/07/2021,03/07/2021,"$9,822,000",A,03/07/2021
4,One_VicTower 1A1E,Tower 1A,1,E,426,2BR + 1B + 1OK,2BR,,,,03/07/2021,03/07/2021,"$9,963,000",C,03/07/2021
5,One_VicTower 1A1F,Tower 1A,1,F,447,2BR + 1B + 1OK,2BR,,,,10/07/2021,10/07/2021,"$10,492,000",B,
6,One_VicTower 1A1G,Tower 1A,1,G,765,3BR + 2B + 1K + 1S,3BR,,,,03/07/2021,03/07/2021,"$18,839,000",C,03/07/2021
7,One_VicTower 1A1H,Tower 1A,1,H,643,3BR + 2B + 1K,3BR,,,,,,,,
8,One_VicTower 1A2A,Tower 1A,2,A,643,3BR + 2B + 1K,3BR,,,,03/07/2021,03/07/2021,"$14,872,000",C,03/07/2021
9,One_VicTower 1A2B,Tower 1A,2,B,444,2BR + 1B + 1OK,2BR,,,,03/07/2021,03/07/2021,"$9,483,000",A,03/07/2021
10,One_VicTower 1A2C,Tower 1A,2,C,438,2BR + 1B + 1OK,2BR,,,,10/07/2021,10/07/2021,"$10,000,000",C,
11,One_VicTower 1A2D,Tower 1A,2,D,444,2BR + 1B + 1OK,2BR,,,,03/07/2021,03/07/2021,"$10,587,000",C,03/07/2021
12,One_VicTower 1A2E,Tower 1A,2,E,426,2BR + 1B + 1OK,2BR,,,,03/07/2021,03/07/2021,"$9,810,000",A,03/07/2021
13,One_VicTower 1A2F,Tower 1A,2,F,447,2BR + 1B + 1OK,2BR,,,,10/07/2021,10/07/2021,"$11,174,000",C,
14,One_VicTower 1A2G,Tower 1A,2,G,765,3BR + 2B + 1K + 1S,3BR,,,,03/07/2021,03/07/2021,"$18,322,000",A,03/07/2021
15,One_VicTower 1A2H,Tower 1A,2,H,643,3BR + 2B + 1K,3BR,,,,,,,,
16,One_VicTower 1A3A,Tower 1A,3,A,643,3BR + 2B + 1K,3BR,,,,03/07/2021,03/07/2021,"$14,311,000",A,03/07/2021
17,One_VicTower 1A3B,Tower 1A,3,B,444,2BR + 1B + 1OK,2BR,,,,03/07/2021,03/07/2021,"$9,660,000",A,03/07/2021
18,One_VicTower 1A3C,Tower 1A,3,C,438,2BR + 1B + 1OK,2BR,,,,10/07/2021,10/07/2021,"$10,200,000",C,
19,One_VicTower 1A3D,Tower 1A,3,D,444,2BR + 1B + 1OK,2BR,,,,03/07/2021,03/07/2021,"$10,302,000",A,03/07/2021
20,One_VicTower 1A3E,Tower 1A,3,E,426,2BR + 1B + 1OK,2BR,,,,03/07/2021,03/07/2021,"$9,987,000",A,03/07/2021
21,One_VicTower 1A3F,Tower 1A,3,F,447,2BR + 1B + 1OK,2BR,,,,10/07/2021,10/07/2021,"$10,871,000",A,
22,One_VicTower 1A3G,Tower 1A,3,G,765,3BR + 2B + 1K + 1S,3BR,,,,03/07/2021,03/07/2021,"$18,440,000",A,03/07/2021
23,One_VicTower 1A3H,Tower 1A,3,H,643,3BR + 2B + 1K,3BR,,,,,,,,
24,One_VicTower 1A5A,Tower 1A,5,A,643,3BR + 2B + 1K,3BR,,,,03/07/2021,03/07/2021,"$15,074,000",C,03/07/2021
25,One_VicTower 1A5B,Tower 1A,5,B,444,2BR + 1B + 1OK,2BR,,,,03/07/2021,03/07/2021,"$9,727,000",A,03/07/2021
26,One_VicTower 1A5C,Tower 1A,5,C,438,2BR + 1B + 1OK,2BR,,,,10/07/2021,10/07/2021,"$10,381,000",D,
27,One_VicTower 1A5D,Tower 1A,5,D,444,2BR + 1B + 1OK,2BR,,,,03/07/2021,03/07/2021,"$10,970,000",D,03/07/2021
28,One_VicTower 1A5E,Tower 1A,5,E,426,2BR + 1B + 1OK,2BR,,,,03/07/2021,03/07/2021,"$10,054,000",A,03/07/2021
29,One_VicTower 1A5F,Tower 1A,5,F,447,2BR + 1B + 1OK,2BR,,,,10/07/2021,10/07/2021,"$11,448,000",C,
30,One_VicTower 1A5G,Tower 1A,5,G,765,3BR + 2B + 1K + 1S,3BR,,,,03/07/2021,03/07/2021,"$18,558,000",A,03/07/2021
31,One_VicTower 1A5H,Tower 1A,5,H,643,3BR + 2B + 1K,3BR,,,,10/07/2021,10/07/2021,"$15,748,000",A,
32,One_VicTower 1A6A,Tower 1A,6,A,643,3BR + 2B + 1K,3BR,,,,03/07/2021,03/07/2021,"$14,504,000",A,03/07/2021
33,One_VicTower 1A6B,Tower 1A,6,B,444,2BR + 1B + 1OK,2BR,,,,03/07/2021,03/07/2021,"$9,793,000",A,03/07/2021
34,One_VicTower 1A6C,Tower 1A,6,C,438,2BR + 1B + 1OK,2BR,,,,10/07/2021,10/07/2021,"$9,994,000",B,
35,One_VicTower 1A6D,Tower 1A,6,D,444,2BR + 1B + 1OK,2BR,,,,03/07/2021,03/07/2021,"$10,439,000",A,03/07/2021
36,One_VicTower 1A6E,Tower 1A,6,E,426,2BR + 1B + 1OK,2BR,,,,03/07/2021,03/07/2021,"$10,588,000",C,03/07/2021
37,One_VicTower 1A6F,Tower 1A,6,F,447,2BR + 1B + 1OK,2BR,,,,10/07/2021,10/07/2021,"$11,013,000",A,
38,One_VicTower 1A6G,Tower 1A,6,G,765,3BR + 2B + 1K + 1S,3BR,,,,03/07/2021,03/07/2021,"$18,676,000",A,03/07/2021
39,One_VicTower 1A6H,Tower 1A,6,H,643,3BR + 2B + 1K,3BR,,,,10/07/2021,10/07/2021,"$16,765,000",D,
40,One_VicTower 1A7A,Tower 1A,7,A,643,3BR + 2B + 1K,3BR,,,,03/07/2021,03/07/2021,"$14,600,000",A,03/07/2021
41,One_VicTower 1A7B,Tower 1A,7,B,444,2BR + 1B + 1OK,2BR,,,,03/07/2021,03/07/2021,"$10,430,000",D,03/07/2021
42,One_VicTower 1A7C,Tower 1A,7,C,438,2BR + 1B + 1OK,2BR,,,,10/07/2021,10/07/2021,"$10,521,000",D,
43,One_VicTower 1A7D,Tower 1A,7,D,444,2BR + 1B + 1OK,2BR,,,,03/07/2021,03/07/2021,"$10,508,000",A,03/07/2021
44,One_VicTower 1A7E,Tower 1A,7,E,426,2BR + 1B + 1OK,2BR,,,,03/07/2021,03/07/2021,"$10,658,000",C,03/07/2021
45,One_VicTower 1A7F,Tower 1A,7,F,447,2BR + 1B + 1OK,2BR,,,,10/07/2021,10/07/2021,"$11,084,000",A,
46,One_VicTower 1A7G,Tower 1A,7,G,765,3BR + 2B + 1K + 1S,3BR,,,,03/07/2021,03/07/2021,"$18,794,000",A,03/07/2021
47,One_VicTower 1A7H,Tower 1A,7,H,643,3BR + 2B + 1K,3BR,,,,10/07/2021,10/07/2021,"$15,951,000",A,
48,One_VicTower 1A8A,Tower 1A,8,A,643,3BR + 2B + 1K,3BR,,,,03/07/2021,03/07/2021,"$15,477,000",C,03/07/2021
49,One_VicTower 1A8B,Tower 1A,8,B,444,2BR + 1B + 1OK,2BR,,,,03/07/2021,03/07/2021,"$9,993,000",A,03/07/2021
50,One_VicTower 1A8C,Tower 1A,8,C,438,2BR + 1B + 1OK,2BR,,,,03/07/2021,03/07/2021,"$10,077,000",A,03/07/2021
51,One_VicTower 1A8D,Tower 1A,8,D,444,2BR + 1B + 1OK,2BR,,,,03/07/2021,03/07/2021,"$11,137,000",C,03/07/2021
52,One_VicTower 1A8E,Tower 1A,8,E,426,2BR + 1B + 1OK,2BR,,,,03/07/2021,03/07/2021,"$10,797,000",C,03/07/2021
53,One_VicTower 1A8F,Tower 1A,8,F,447,2BR + 1B + 1OK,2BR,,,,10/07/2021,10/07/2021,"$11,357,000",B,
54,One_VicTower 1A8G,Tower 1A,8,G,765,3BR + 2B + 1K + 1S,3BR,,,,03/07/2021,03/07/2021,"$19,251,000",B,03/07/2021
55,One_VicTower 1A8H,Tower 1A,8,H,643,3BR + 2B + 1K,3BR,,,,10/07/2021,10/07/2021,"$16,899,000",C,
56,One_VicTower 1A9A,Tower 1A,9,A,643,3BR + 2B + 1K,3BR,,,,03/07/2021,03/07/2021,"$14,793,000",A,03/07/2021
57,One_VicTower 1A9B,Tower 1A,9,B,444,2BR + 1B + 1OK,2BR,,,,03/07/2021,03/07/2021,"$10,455,000",C,03/07/2021
58,One_VicTower 1A9C,Tower 1A,9,C,438,2BR + 1B + 1OK,2BR,,,,03/07/2021,03/07/2021,"$10,193,000",B,03/07/2021
59,One_VicTower 1A9D,Tower 1A,9,D,444,2BR + 1B + 1OK,2BR,,,,03/07/2021,03/07/2021,"$11,260,000",D,03/07/2021
60,One_VicTower 1A9E,Tower 1A,9,E,426,2BR + 1B + 1OK,2BR,,,,03/07/2021,03/07/2021,"$10,797,000",C,03/07/2021
61,One_VicTower 1A9F,Tower 1A,9,F,447,2BR + 1B + 1OK,2BR,,,,10/07/2021,10/07/2021,"$11,227,000",A,
62,One_VicTower 1A9G,Tower 1A,9,G,765,3BR + 2B + 1K + 1S,3BR,,,,03/07/2021,03/07/2021,"$19,911,000",C,03/07/2021
63,One_VicTower 1A9H,Tower 1A,9,H,643,3BR + 2B + 1K,3BR,,,,10/07/2021,10/07/2021,"$17,086,000",D,
64,One_VicTower 1A10A,Tower 1A,10,A,643,3BR + 2B + 1K,3BR,,,,03/07/2021,03/07/2021,"$15,050,000",A,03/07/2021
65,One_VicTower 1A10B,Tower 1A,10,B,444,2BR + 1B + 1OK,2BR,,,,03/07/2021,03/07/2021,"$10,526,000",C,03/07/2021
66,One_VicTower 1A10C,Tower 1A,10,C,438,2BR + 1B + 1OK,2BR,,,,03/07/2021,03/07/2021,"$10,728,000",D,03/07/2021
67,One_VicTower 1A10D,Tower 1A,10,D,444,2BR + 1B + 1OK,2BR,,,,03/07/2021,03/07/2021,"$10,714,000",A,03/07/2021
68,One_VicTower 1A10E,Tower 1A,10,E,426,2BR + 1B + 1OK,2BR,,,,03/07/2021,03/07/2021,"$10,866,000",C,03/07/2021
69,One_VicTower 1A10F,Tower 1A,10,F,447,2BR + 1B + 1OK,2BR,,,,10/07/2021,10/07/2021,"$11,429,000",B,
70,One_VicTower 1A10G,Tower 1A,10,G,765,3BR + 2B + 1K + 1S,3BR,,,,03/07/2021,03/07/2021,"$20,241,000",C,03/07/2021
71,One_VicTower 1A10H,Tower 1A,10,H,643,3BR + 2B + 1K,3BR,,,,10/07/2021,10/07/2021,"$16,424,000",A,
72,One_VicTower 1A11A,Tower 1A,11,A,643,3BR + 2B + 1K,3BR,,,,03/07/2021,03/07/2021,"$16,603,000",C,03/07/2021
73,One_VicTower 1A11B,Tower 1A,11,B,444,2BR + 1B + 1OK,2BR,,,,03/07/2021,03/07/2021,"$10,594,000",C,03/07/2021
74,One_VicTower 1A11C,Tower 1A,11,C,438,2BR + 1B + 1OK,2BR,,,,03/07/2021,03/07/2021,"$10,680,000",C,03/07/2021
75,One_VicTower 1A11D,Tower 1A,11,D,444,2BR + 1B + 1OK,2BR,,,,03/07/2021,03/07/2021,"$10,782,000",A,03/07/2021
76,One_VicTower 1A11E,Tower 1A,11,E,426,2BR + 1B + 1OK,2BR,,,,03/07/2021,03/07/2021,"$10,453,000",A,03/07/2021
77,One_VicTower 1A11F,Tower 1A,11,F,447,2BR + 1B + 1OK,2BR,,,,10/07/2021,10/07/2021,"$11,895,000",C,
78,One_VicTower 1A11G,Tower 1A,11,G,765,3BR + 2B + 1K + 1S,3BR,,,,03/07/2021,03/07/2021,"$20,982,000",C,03/07/2021
79,One_VicTower 1A11H,Tower 1A,11,H,643,3BR + 2B + 1K,3BR,,,,10/07/2021,10/07/2021,"$17,201,000",A,
80,One_VicTower 1A12A,Tower 1A,12,A,643,3BR + 2B + 1K,3BR,,,,03/07/2021,03/07/2021,"$16,448,000",A,03/07/2021
81,One_VicTower 1A12B,Tower 1A,12,B,444,2BR + 1B + 1OK,2BR,,,,03/07/2021,03/07/2021,"$10,193,000",A,03/07/2021
82,One_VicTower 1A12C,Tower 1A,12,C,438,2BR + 1B + 1OK,2BR,,,,03/07/2021,03/07/2021,"$10,274,000",A,03/07/2021
83,One_VicTower 1A12D,Tower 1A,12,D,444,2BR + 1B + 1OK,2BR,,,,03/07/2021,03/07/2021,"$11,353,000",C,03/07/2021
84,One_VicTower 1A12E,Tower 1A,12,E,426,2BR + 1B + 1OK,2BR,,,,03/07/2021,03/07/2021,"$11,006,000",C,03/07/2021
85,One_VicTower 1A12F,Tower 1A,12,F,447,2BR + 1B + 1OK,2BR,,,,10/07/2021,10/07/2021,"$11,572,000",B,
86,One_VicTower 1A12G,Tower 1A,12,G,765,3BR + 2B + 1K + 1S,3BR,,,,03/07/2021,03/07/2021,"$20,370,000",A,03/07/2021
87,One_VicTower 1A12H,Tower 1A,12,H,643,3BR + 2B + 1K,3BR,,,,10/07/2021,10/07/2021,"$18,481,000",D,
88,One_VicTower 1A15A,Tower 1A,15,A,643,3BR + 2B + 1K,3BR,,,,03/07/2021,03/07/2021,"$17,309,000",C,03/07/2021
89,One_VicTower 1A15B,Tower 1A,15,B,444,2BR + 1B + 1OK,2BR,,,,03/07/2021,03/07/2021,"$10,734,000",C,03/07/2021
90,One_VicTower 1A15C,Tower 1A,15,C,438,2BR + 1B + 1OK,2BR,,,,03/07/2021,03/07/2021,"$10,817,000",C,03/07/2021
91,One_VicTower 1A15D,Tower 1A,15,D,444,2BR + 1B + 1OK,2BR,,,,03/07/2021,03/07/2021,"$10,920,000",A,03/07/2021
92,One_VicTower 1A15E,Tower 1A,15,E,426,2BR + 1B + 1OK,2BR,,,,03/07/2021,03/07/2021,"$10,586,000",A,03/07/2021
93,One_VicTower 1A15F,Tower 1A,15,F,447,2BR + 1B + 1OK,2BR,,,,10/07/2021,10/07/2021,"$12,176,000",D,
94,One_VicTower 1A15G,Tower 1A,15,G,765,3BR + 2B + 1K + 1S,3BR,,,,03/07/2021,03/07/2021,"$21,436,000",C,03/07/2021
95,One_VicTower 1A15H,Tower 1A,15,H,643,3BR + 2B + 1K,3BR,,,,10/07/2021,10/07/2021,"$18,385,000",C,
96,One_VicTower 1A16A,Tower 1A,16,A,643,3BR + 2B + 1K,3BR,,,,03/07/2021,03/07/2021,"$17,155,000",A,03/07/2021
97,One_VicTower 1A16B,Tower 1A,16,B,444,2BR + 1B + 1OK,2BR,,,,03/07/2021,03/07/2021,"$10,326,000",A,03/07/2021
98,One_VicTower 1A16C,Tower 1A,16,C,438,2BR + 1B + 1OK,2BR,,,,03/07/2021,03/07/2021,"$10,886,000",C,03/07/2021
99,One_VicTower 1A16D,Tower 1A,16,D,444,2BR + 1B + 1OK,2BR,,,,03/07/2021,03/07/2021,"$11,623,000",D,03/07/2021
100,One_VicTower 1A16E,Tower 1A,16,E,426,2BR + 1B + 1OK,2BR,,,,03/07/2021,03/07/2021,"$11,145,000",C,03/07/2021
101,One_VicTower 1A16F,Tower 1A,16,F,447,2BR + 1B + 1OK,2BR,,,,10/07/2021,10/07/2021,"$12,118,000",C,
102,One_VicTower 1A16G,Tower 1A,16,G,765,3BR + 2B + 1K + 1S,3BR,,,,03/07/2021,03/07/2021,"$20,607,000",A,03/07/2021
103,One_VicTower 1A16H,Tower 1A,16,H,643,3BR + 2B + 1K,3BR,,,,10/07/2021,10/07/2021,"$17,674,000",A,
104,One_VicTower 1A17A,Tower 1A,17,A,643,3BR + 2B + 1K,3BR,,,,03/07/2021,03/07/2021,"$18,052,000",C,03/07/2021
105,One_VicTower 1A17B,Tower 1A,17,B,444,2BR + 1B + 1OK,2BR,,,,03/07/2021,03/07/2021,"$10,872,000",C,03/07/2021
106,One_VicTower 1A17C,Tower 1A,17,C,438,2BR + 1B + 1OK,2BR,,,,03/07/2021,03/07/2021,"$10,920,000",B,03/07/2021
107,One_VicTower 1A17D,Tower 1A,17,D,444,2BR + 1B + 1OK,2BR,,,,03/07/2021,03/07/2021,"$11,185,000",B,03/07/2021
108,One_VicTower 1A17E,Tower 1A,17,E,426,2BR + 1B + 1OK,2BR,,,,03/07/2021,03/07/2021,"$11,214,000",C,03/07/2021
109,One_VicTower 1A17F,Tower 1A,17,F,447,2BR + 1B + 1OK,2BR,,,,10/07/2021,10/07/2021,"$11,654,000",A,
110,One_VicTower 1A17G,Tower 1A,17,G,765,3BR + 2B + 1K + 1S,3BR,,,,03/07/2021,03/07/2021,"$21,683,000",C,03/07/2021
111,One_VicTower 1A17H,Tower 1A,17,H,643,3BR + 2B + 1K,3BR,,,,10/07/2021,10/07/2021,"$18,597,000",C,
112,One_VicTower 1A18A,Tower 1A,18,A,643,3BR + 2B + 1K,3BR,,,,03/07/2021,03/07/2021,"$18,260,000",C,03/07/2021
113,One_VicTower 1A18B,Tower 1A,18,B,444,2BR + 1B + 1OK,2BR,,,,03/07/2021,03/07/2021,"$10,525,000",A,03/07/2021
114,One_VicTower 1A18C,Tower 1A,18,C,438,2BR + 1B + 1OK,2BR,,,,03/07/2021,03/07/2021,"$11,435,000",C,03/07/2021
115,One_VicTower 1A18D,Tower 1A,18,D,444,2BR + 1B + 1OK,2BR,,,,03/07/2021,03/07/2021,"$11,194,000",A,03/07/2021
116,One_VicTower 1A18E,Tower 1A,18,E,426,2BR + 1B + 1OK,2BR,,,,03/07/2021,03/07/2021,"$11,354,000",C,03/07/2021
117,One_VicTower 1A18F,Tower 1A,18,F,447,2BR + 1B + 1OK,2BR,,,,10/07/2021,10/07/2021,"$11,796,000",A,
118,One_VicTower 1A18G,Tower 1A,18,G,765,3BR + 2B + 1K + 1S,3BR,,,,03/07/2021,03/07/2021,"$21,931,000",C,03/07/2021
119,One_VicTower 1A18H,Tower 1A,18,H,643,3BR + 2B + 1K,3BR,,,,10/07/2021,10/07/2021,"$18,809,000",C,
120,One_VicTower 1A19A,Tower 1A,19,A,643,3BR + 2B + 1K,3BR,,,,03/07/2021,03/07/2021,"$18,260,000",C,03/07/2021
121,One_VicTower 1A19B,Tower 1A,19,B,444,2BR + 1B + 1OK,2BR,,,,03/07/2021,03/07/2021,"$10,647,000",B,03/07/2021
122,One_VicTower 1A19C,Tower 1A,19,C,438,2BR + 1B + 1OK,2BR,,,,03/07/2021,03/07/2021,"$11,435,000",C,03/07/2021
123,One_VicTower 1A19D,Tower 1A,19,D,444,2BR + 1B + 1OK,2BR,,,,03/07/2021,03/07/2021,"$11,194,000",A,03/07/2021
124,One_VicTower 1A19E,Tower 1A,19,E,426,2BR + 1B + 1OK,2BR,,,,10/07/2021,10/07/2021,"$11,586,000",C,
125,One_VicTower 1A19F,Tower 1A,19,F,447,2BR + 1B + 1OK,2BR,,,,31/07/2021,31/07/2021,"$11,796,000",A,
126,One_VicTower 1A19G,Tower 1A,19,G,765,3BR + 2B + 1K + 1S,3BR,,,,03/07/2021,03/07/2021,"$21,931,000",C,03/07/2021
127,One_VicTower 1A19H,Tower 1A,19,H,643,3BR + 2B + 1K,3BR,,,,,,,,
128,One_VicTower 1A20A,Tower 1A,20,A,643,3BR + 2B + 1K,3BR,,,,03/07/2021,03/07/2021,"$17,552,000",A,03/07/2021
129,One_VicTower 1A20B,Tower 1A,20,B,444,2BR + 1B + 1OK,2BR,,,,03/07/2021,03/07/2021,"$11,082,000",C,03/07/2021
130,One_VicTower 1A20C,Tower 1A,20,C,438,2BR + 1B + 1OK,2BR,,,,03/07/2021,03/07/2021,"$11,634,000",D,03/07/2021
131,One_VicTower 1A20D,Tower 1A,20,D,444,2BR + 1B + 1OK,2BR,,,,03/07/2021,03/07/2021,"$11,784,000",C,03/07/2021
132,One_VicTower 1A20E,Tower 1A,20,E,426,2BR + 1B + 1OK,2BR,,,,10/07/2021,10/07/2021,"$11,656,000",C,
133,One_VicTower 1A20F,Tower 1A,20,F,447,2BR + 1B + 1OK,2BR,,,,,,,,
134,One_VicTower 1A20G,Tower 1A,20,G,765,3BR + 2B + 1K + 1S,3BR,,,,03/07/2021,03/07/2021,"$21,080,000",A,03/07/2021
135,One_VicTower 1A20H,Tower 1A,20,H,643,3BR + 2B + 1K,3BR,,,,,,,,
136,One_VicTower 1A21A,Tower 1A,21,A,643,3BR + 2B + 1K,3BR,,,,03/07/2021,03/07/2021,"$17,652,000",A,03/07/2021
137,One_VicTower 1A21B,Tower 1A,21,B,444,2BR + 1B + 1OK,2BR,,,,03/07/2021,03/07/2021,"$10,876,000",A,03/07/2021
138,One_VicTower 1A21C,Tower 1A,21,C,438,2BR + 1B + 1OK,2BR,,,,03/07/2021,03/07/2021,"$11,065,000",A,03/07/2021
139,One_VicTower 1A21D,Tower 1A,21,D,444,2BR + 1B + 1OK,2BR,,,,03/07/2021,03/07/2021,"$11,855,000",C,03/07/2021
140,One_VicTower 1A21E,Tower 1A,21,E,426,2BR + 1B + 1OK,2BR,,,,22/07/2021,22/07/2021,"$11,727,000",C,
141,One_VicTower 1A21F,Tower 1A,21,F,447,2BR + 1B + 1OK,2BR,,,,,,,,
142,One_VicTower 1A21G,Tower 1A,21,G,765,3BR + 2B + 1K + 1S,3BR,,,,10/07/2021,10/07/2021,"$22,631,000",C,
143,One_VicTower 1A21H,Tower 1A,21,H,643,3BR + 2B + 1K,3BR,,,,,,,,
144,One_VicTower 1A22A,Tower 1A,22,A,643,3BR + 2B + 1K,3BR,,,,03/07/2021,03/07/2021,"$17,751,000",A,03/07/2021
145,One_VicTower 1A22B,Tower 1A,22,B,444,2BR + 1B + 1OK,2BR,,,,03/07/2021,03/07/2021,"$10,944,000",A,03/07/2021
146,One_VicTower 1A22C,Tower 1A,22,C,438,2BR + 1B + 1OK,2BR,,,,03/07/2021,03/07/2021,"$11,648,000",C,03/07/2021
147,One_VicTower 1A22D,Tower 1A,22,D,444,2BR + 1B + 1OK,2BR,,,,03/07/2021,03/07/2021,"$11,400,000",A,03/07/2021
148,One_VicTower 1A22E,Tower 1A,22,E,426,2BR + 1B + 1OK,2BR,,,,,,,,
149,One_VicTower 1A22F,Tower 1A,22,F,447,2BR + 1B + 1OK,2BR,,,,,,,,
150,One_VicTower 1A22G,Tower 1A,22,G,765,3BR + 2B + 1K + 1S,3BR,,,,,,,,
151,One_VicTower 1A22H,Tower 1A,22,H,643,3BR + 2B + 1K,3BR,,,,,,,,
152,One_VicTower 1A23A,Tower 1A,23,A,643,3BR + 2B + 1K,3BR,,,,03/07/2021,03/07/2021,"$17,850,000",A,03/07/2021
153,One_VicTower 1A23B,Tower 1A,23,B,444,2BR + 1B + 1OK,2BR,,,,03/07/2021,03/07/2021,"$11,012,000",A,03/07/2021
154,One_VicTower 1A23C,Tower 1A,23,C,438,2BR + 1B + 1OK,2BR,,,,03/07/2021,03/07/2021,"$11,719,000",C,03/07/2021
155,One_VicTower 1A23D,Tower 1A,23,D,444,2BR + 1B + 1OK,2BR,,,,,,,,
156,One_VicTower 1A23E,Tower 1A,23,E,426,2BR + 1B + 1OK,2BR,,,,,,,,
157,One_VicTower 1A23F,Tower 1A,23,F,447,2BR + 1B + 1OK,2BR,,,,,,,,
158,One_VicTower 1A23G,Tower 1A,23,G,765,3BR + 2B + 1K + 1S,3BR,,,,,,,,
159,One_VicTower 1A23H,Tower 1A,23,H,643,3BR + 2B + 1K,3BR,,,,,,,,
160,One_VicTower 1A25A,Tower 1A,25,A,643,3BR + 2B + 1K,3BR,,,,,,,,
161,One_VicTower 1A25B,Tower 1A,25,B,444,2BR + 1B + 1OK,2BR,,,,03/07/2021,03/07/2021,"$11,593,000",C,03/07/2021
162,One_VicTower 1A25C,Tower 1A,25,C,438,2BR + 1B + 1OK,2BR,,,,03/07/2021,03/07/2021,"$11,789,000",C,03/07/2021
163,One_VicTower 1A25D,Tower 1A,25,D,444,2BR + 1B + 1OK,2BR,,,,,,,,
164,One_VicTower 1A25E,Tower 1A,25,E,426,2BR + 1B + 1OK,2BR,,,,,,,,
165,One_VicTower 1A25F,Tower 1A,25,F,447,2BR + 1B + 1OK,2BR,,,,,,,,
166,One_VicTower 1A25G,Tower 1A,25,G,765,3BR + 2B + 1K + 1S,3BR,,,,,,,,
167,One_VicTower 1A25H,Tower 1A,25,H,643,3BR + 2B + 1K,3BR,,,,,,,,
168,One_VicTower 1A26A,Tower 1A,26,A,643,3BR + 2B + 1K,3BR,,,,,,,,
169,One_VicTower 1A26B,Tower 1A,26,B,444,2BR + 1B + 1OK,2BR,,,,03/07/2021,03/07/2021,"$11,784,000",C,03/07/2021
170,One_VicTower 1A26C,Tower 1A,26,C,438,2BR + 1B + 1OK,2BR,,,,03/07/2021,03/07/2021,"$11,860,000",C,03/07/2021
171,One_VicTower 1A26D,Tower 1A,26,D,444,2BR + 1B + 1OK,2BR,,,,,,,,
172,One_VicTower 1A26E,Tower 1A,26,E,426,2BR + 1B + 1OK,2BR,,,,,,,,
173,One_VicTower 1A26F,Tower 1A,26,F,447,2BR + 1B + 1OK,2BR,,,,,,,,
174,One_VicTower 1A26G,Tower 1A,26,G,765,3BR + 2B + 1K + 1S,3BR,,,,,,,,
175,One_VicTower 1A26H,Tower 1A,26,H,643,3BR + 2B + 1K,3BR,,,,,,,,
176,One_VicTower 1A27A,Tower 1A,27,A,643,3BR + 2B + 1K,3BR,,,,,,,,
177,One_VicTower 1A27B,Tower 1A,27,B,444,2BR + 1B + 1OK,2BR,,,,03/07/2021,03/07/2021,"$11,855,000",C,03/07/2021
178,One_VicTower 1A27C,Tower 1A,27,C,438,2BR + 1B + 1OK,2BR,,,,03/07/2021,03/07/2021,"$11,404,000",A,03/07/2021
179,One_VicTower 1A27D,Tower 1A,27,D,444,2BR + 1B + 1OK,2BR,,,,,,,,
180,One_VicTower 1A27E,Tower 1A,27,E,426,2BR + 1B + 1OK,2BR,,,,,,,,
181,One_VicTower 1A27F,Tower 1A,27,F,447,2BR + 1B + 1OK,2BR,,,,,,,,
182,One_VicTower 1A27G,Tower 1A,27,G,765,3BR + 2B + 1K + 1S,3BR,,,,,,,,
183,One_VicTower 1A27H,Tower 1A,27,H,643,3BR + 2B + 1K,3BR,,,,,,,,
184,One_VicTower 1A28A,Tower 1A,28,A,643,3BR + 2B + 1K,3BR,,,,,,,,
185,One_VicTower 1A28B,Tower 1A,28,B,444,2BR + 1B + 1OK,2BR,,,,04/07/2021,04/07/2021,"$11,998,000",C,03/07/2021
186,One_VicTower 1A28C,Tower 1A,28,C,438,2BR + 1B + 1OK,2BR,,,,03/07/2021,03/07/2021,"$12,206,000",D,03/07/2021
187,One_VicTower 1A28D,Tower 1A,28,D,444,2BR + 1B + 1OK,2BR,,,,,,,,
188,One_VicTower 1A28E,Tower 1A,28,E,426,2BR + 1B + 1OK,2BR,,,,,,,,
189,One_VicTower 1A28F,Tower 1A,28,F,447,2BR + 1B + 1OK,2BR,,,,10/07/2021,10/07/2021,"$13,012,000",C,
190,One_VicTower 1A28G,Tower 1A,28,G,765,3BR + 2B + 1K + 1S,3BR,,,,,,,,
191,One_VicTower 1A28H,Tower 1A,28,H,643,3BR + 2B + 1K,3BR,,,,,,,,
192,One_VicTower 1A29A,Tower 1A,29,A,643,3BR + 2B + 1K,3BR,,,,,,,,
193,One_VicTower 1A29B,Tower 1A,29,B,444,2BR + 1B + 1OK,2BR,,,,04/07/2021,04/07/2021,"$11,468,000",A,03/07/2021
194,One_VicTower 1A29C,Tower 1A,29,C,438,2BR + 1B + 1OK,2BR,,,,,,,,03/07/2021
